match,market,sel,odds,mp,ip,edge,W,pnl,league,tier
Preston vs Plymouth,1X2,Away,3.69,0.4690811915411056,0.2710027100271003,0.1980784815140053,False,-10.0,Championship,2
For Sittard vs Volendam,O/U,Under,2.49,0.5030017134395981,0.4016064257028112,0.10139528773678691,False,-10.0,Eredivisie,1
Vitesse vs Waalwijk,1X2,Home,1.51,0.7683805548363281,0.6622516556291391,0.10612889920718893,False,-10.0,Eredivisie,1
Albacete vs Burgos,O/U,Over,2.34,0.4929227489912666,0.4273504273504274,0.0655723216408392,True,13.399999999999999,Segunda Division,2
AFC Wimbledon vs Crewe,1X2,Away,4.25,0.29906040920273225,0.23529411764705882,0.06376629155567343,False,-10.0,League Two,4
Stevenage vs Charlton,1X2,Home,1.97,0.5641611883956699,0.5076142131979695,0.056546975197700355,False,-10.0,League One,3
Espanol vs Eldense,O/U,Over,2.13,0.5547267384291524,0.4694835680751174,0.08524317035403506,True,11.299999999999999,Segunda Division,2
Catanzaro vs Parma,1X2,Away,3.28,0.40072564458795584,0.3048780487804878,0.09584759580746804,True,22.799999999999997,Serie B,2
Frosinone vs Sassuolo,1X2,Home,2.77,0.5338240193683319,0.36101083032490977,0.17281318904342213,True,17.7,Serie A,1
AEK vs Olympiakos,1X2,Home,2.13,0.6064627554390948,0.4694835680751174,0.1369791873639774,False,-10.0,Super League,1
Cagliari vs Udinese,1X2,Home,2.88,0.47813479460193425,0.3472222222222222,0.13091257237971204,False,-10.0,Serie A,1
Millwall vs Leeds,1X2,Home,3.01,0.4380441335227518,0.33222591362126247,0.10581821990148932,False,-10.0,Championship,2
Reims vs Brest,1X2,Away,4.12,0.3946684304560697,0.24271844660194175,0.15194998385412795,True,31.200000000000003,Ligue 1,1
Fenerbahce vs Antalyaspor,O/U,Under,2.4,0.5432771329843521,0.4166666666666667,0.1266104663176854,False,-10.0,Super Lig,1
Istanbulspor vs Buyuksehyr,1X2,Home,3.13,0.48519287164976976,0.3194888178913738,0.16570405375839597,False,-10.0,Super Lig,1
Twente vs Ajax,1X2,Home,2.55,0.563716058253384,0.3921568627450981,0.1715591955082859,True,15.499999999999998,Eredivisie,1
Heidenheim vs Werder Bremen,1X2,Home,2.35,0.7069145310102866,0.425531914893617,0.28138261611666954,True,13.5,Bundesliga,1
Andorra vs Oviedo,O/U,Over,2.62,0.4572694368582232,0.38167938931297707,0.07559004754524612,False,-10.0,Segunda Division,2
Sampdoria vs Cittadella,1X2,Away,3.16,0.45778497705482885,0.3164556962025316,0.14132928085229723,True,21.6,Serie B,2
Guingamp vs Ajaccio,O/U,Over,2.21,0.519965304617654,0.45248868778280543,0.06747661683484857,True,12.1,Ligue 2,2
Guingamp vs Ajaccio,1X2,Home,2.24,0.6161640011507932,0.4464285714285714,0.16973542972222178,True,12.400000000000002,Ligue 2,2
Bristol City vs Plymouth,O/U,Under,2.3,0.5051427565327342,0.4347826086956522,0.070360147837082,False,-10.0,Championship,2
Bristol City vs Plymouth,1X2,Away,4.25,0.40056371774478716,0.23529411764705882,0.16526960009772834,False,-10.0,Championship,2
Southampton vs Ipswich,1X2,Away,2.96,0.4616415344408042,0.33783783783783783,0.12380369660296636,True,19.6,Championship,2
Blackburn vs Sunderland,1X2,Away,2.97,0.43317502331093766,0.33670033670033667,0.09647468661060099,True,19.700000000000003,Championship,2
Huddersfield vs Stoke,1X2,Home,2.81,0.5195953910881868,0.35587188612099646,0.1637235049671903,False,-10.0,Championship,2
Standard vs Westerlo,O/U,Under,2.34,0.5155180467039879,0.4273504273504274,0.08816761935356054,True,13.399999999999999,Jupiler Pro League,1
Alaves vs Ath Bilbao,O/U,Over,2.57,0.4700874935828592,0.38910505836575876,0.08098243521710041,False,-10.0,La Liga,1
Luton vs Wolves,1X2,Home,3.3,0.5552733837330989,0.30303030303030304,0.25224308070279583,False,-10.0,Premier League,1
Crystal Palace vs Fulham,1X2,Home,1.95,0.6059797084691192,0.5128205128205129,0.09315919564860631,False,-10.0,Premier League,1
Notts County vs Forest Green,O/U,Under,2.43,0.5095550125546764,0.4115226337448559,0.09803237880982046,False,-10.0,League Two,4
Harrogate vs Salford,1X2,Home,2.85,0.4062183268652557,0.3508771929824561,0.0553411338827996,True,18.5,League Two,4
Grimsby vs Crawley Town,1X2,Away,3.53,0.3600522891337929,0.28328611898017,0.07676617015362291,True,25.299999999999997,League Two,4
Andorra vs Sp Gijon,O/U,Over,2.45,0.4720023924364468,0.4081632653061224,0.06383912713032441,False,-10.0,Segunda Division,2
St Pauli vs Schalke 04,1X2,Home,1.84,0.6274609726906348,0.5434782608695652,0.08398271182106964,True,8.4,2. Bundesliga,2
Leeds vs Watford,1X2,Away,4.48,0.32435387842167235,0.2232142857142857,0.10113959270738665,False,-10.0,Championship,2
Leicester vs Bristol City,O/U,Under,2.09,0.5405573805986419,0.47846889952153115,0.062088481077110735,True,10.899999999999999,Championship,2
Plymouth vs Norwich,1X2,Home,3.33,0.5362015481784458,0.3003003003003003,0.23590124787814548,True,23.3,Championship,2
Dortmund vs Wolfsburg,1X2,Home,1.69,0.7676804506709954,0.591715976331361,0.17596447433963447,True,6.8999999999999995,Bundesliga,1
Antalyaspor vs Samsunspor,O/U,Under,2.02,0.5772923527502845,0.49504950495049505,0.08224284779978941,True,10.2,Super Lig,1
Pendikspor vs Karagumruk,O/U,Under,2.11,0.558388252364588,0.47393364928909953,0.08445460307548847,True,11.099999999999998,Super Lig,1
Brest vs Lyon,1X2,Home,2.53,0.5394973917132047,0.3952569169960475,0.14424047471715717,True,15.299999999999997,Ligue 1,1
Brescia vs Venezia,O/U,Over,2.32,0.49323065258029886,0.4310344827586207,0.06219616982167814,False,-10.0,Serie B,2
Levante vs Eldense,O/U,Over,2.24,0.5490222638583062,0.4464285714285714,0.10259369242973482,False,-10.0,Segunda Division,2
Angers vs Bastia,1X2,Away,3.76,0.38795620567388334,0.26595744680851063,0.1219987588653727,False,-10.0,Ligue 2,2
Volendam vs Heracles,1X2,Home,2.77,0.5077637440336698,0.36101083032490977,0.14675291370875998,False,-10.0,Eredivisie,1
Northampton vs Barnsley,1X2,Home,3.1,0.4351101503379432,0.3225806451612903,0.11252950517665289,False,-10.0,League One,3
Ajaccio vs Paris FC,1X2,Away,4.1,0.345419289378449,0.24390243902439027,0.10151685035405875,False,-10.0,Ligue 2,2
Anderlecht vs Club Brugge,1X2,Away,2.23,0.7053434351093593,0.4484304932735426,0.25691294183581664,False,-10.0,Jupiler Pro League,1
Sunderland vs Cardiff,1X2,Home,1.89,0.6497105678549042,0.5291005291005292,0.12061003875437504,False,-10.0,Championship,2
Aberdeen vs Ross County,1X2,Away,3.83,0.3836256423852785,0.2610966057441253,0.12252903664115322,False,-10.0,Premiership,1
Parma vs Sampdoria,1X2,Home,2.14,0.6767984009590828,0.4672897196261682,0.20950868133291461,False,-10.0,Serie B,2
Holstein Kiel vs Hertha,1X2,Home,2.63,0.5665634792441314,0.3802281368821293,0.1863353423620021,False,-10.0,2. Bundesliga,2
Torino vs Roma,O/U,Over,2.62,0.46469847056925884,0.38167938931297707,0.08301908125628177,False,-10.0,Serie A,1
Panathinaikos vs AEK,1X2,Away,3.13,0.4539258183512192,0.3194888178913738,0.1344370004598454,True,21.299999999999997,Super League,1
Tenerife vs Espanol,O/U,Over,2.49,0.5054910158185625,0.4016064257028112,0.1038845901157513,False,-10.0,Segunda Division,2
Guingamp vs Bordeaux,1X2,Home,2.78,0.45680439194054073,0.3597122302158274,0.09709216172471336,False,-10.0,Ligue 2,2
Rodez vs Troyes,1X2,Home,1.92,0.5756970273434612,0.5208333333333334,0.054863694010127806,True,9.2,Ligue 2,2
Ascoli vs Ternana,O/U,Over,2.26,0.5199604371180337,0.4424778761061947,0.07748256101183904,False,-10.0,Serie B,2
Ascoli vs Ternana,1X2,Home,2.36,0.5259063150810719,0.42372881355932207,0.10217750152174981,True,13.599999999999998,Serie B,2
Cosenza vs Cremonese,1X2,Home,3.19,0.4044083624316718,0.31347962382445144,0.09092873860722034,False,-10.0,Serie B,2
Lecco vs FeralpiSalo,O/U,Over,2.37,0.532224384547251,0.42194092827004215,0.11028345627720881,True,13.700000000000001,Serie B,2
Lecco vs FeralpiSalo,1X2,Home,2.48,0.5246495640832619,0.40322580645161293,0.12142375763164898,False,-10.0,Serie B,2
Como vs Sampdoria,1X2,Home,2.39,0.5807344272310933,0.41841004184100417,0.1623243853900891,True,13.900000000000002,Serie B,2
Parma vs Bari,1X2,Home,1.95,0.6327238349976922,0.5128205128205129,0.11990332217717936,True,9.5,Serie B,2
Club Brugge vs Genk,1X2,Home,1.79,0.6872982375106669,0.5586592178770949,0.12863901963357194,False,-10.0,Jupiler Pro League,1
Hoffenheim vs Dortmund,1X2,Away,2.11,0.6023992506262552,0.47393364928909953,0.12846560133715568,True,11.099999999999998,Bundesliga,1
Vallecano vs Mallorca,O/U,Over,2.45,0.5011013768046885,0.4081632653061224,0.09293811149856607,True,14.500000000000002,La Liga,1
Wycombe vs Carlisle,1X2,Away,4.14,0.31012182140854205,0.24154589371980678,0.06857592768873527,False,-10.0,League One,3
Heidenheim vs Union Berlin,1X2,Home,3.07,0.4765460046002903,0.32573289902280134,0.15081310557748895,True,20.7,Bundesliga,1
Colchester vs Notts County,1X2,Home,3.39,0.39974426905506216,0.2949852507374631,0.10475901831759904,True,23.900000000000002,League Two,4
Accrington vs Stockport,1X2,Home,3.49,0.40808405611792486,0.28653295128939826,0.1215511048285266,False,-10.0,League Two,4
St. Gilloise vs Charleroi,1X2,Home,1.58,0.7617888008193259,0.6329113924050632,0.12887740841426265,True,5.800000000000001,Jupiler Pro League,1
Sampdoria vs Catanzaro,1X2,Away,3.41,0.3862414878058586,0.29325513196480935,0.09298635584104925,True,24.1,Serie B,2
Amorebieta vs Cartagena,1X2,Home,2.31,0.5263718515904364,0.4329004329004329,0.09347141869000353,False,-10.0,Segunda Division,2
Rennes vs Nantes,1X2,Home,1.52,0.7665820314306024,0.6578947368421053,0.10868729458849713,True,5.2,Ligue 1,1
Cambridge vs Barnsley,1X2,Home,2.89,0.4610987799333768,0.3460207612456747,0.11507801868770207,False,-10.0,League One,3
Notts County vs Swindon,1X2,Away,3.62,0.3562003241996582,0.27624309392265195,0.07995723027700624,False,-10.0,League Two,4
Plymouth vs Millwall,1X2,Home,2.45,0.49850478850284763,0.4081632653061224,0.09034152319672523,False,-10.0,Championship,2
Oviedo vs Huesca,1X2,Away,4.32,0.31400330423738,0.23148148148148145,0.08252182275589853,False,-10.0,Segunda Division,2
Mirandes vs Eibar,O/U,Over,2.38,0.4866002173017615,0.42016806722689076,0.06643215007487074,True,13.799999999999999,Segunda Division,2
Brescia vs FeralpiSalo,1X2,Home,1.91,0.578149950912922,0.5235602094240838,0.05458974148883822,False,-10.0,Serie B,2
Volendam vs Utrecht,O/U,Under,2.52,0.4917300806018631,0.3968253968253968,0.09490468377646627,True,15.2,Eredivisie,1
Ascoli vs Sampdoria,1X2,Home,2.55,0.5211854589373366,0.3921568627450981,0.1290285961922385,False,-10.0,Serie B,2
Dortmund vs Union Berlin,O/U,Over,1.63,0.7204356876302189,0.6134969325153374,0.10693875511488149,True,6.299999999999999,Bundesliga,1
Dortmund vs Union Berlin,1X2,Home,1.61,0.7468659896270893,0.6211180124223602,0.12574797720472908,True,6.100000000000001,Bundesliga,1
Crawley Town vs Wrexham,1X2,Home,3.49,0.3600469845391484,0.28653295128939826,0.07351403324975014,False,-10.0,League Two,4
Crystal Palace vs Nott'm Forest,1X2,Home,2.24,0.5965845854419338,0.4464285714285714,0.15015601401336243,False,-10.0,Premier League,1
Everton vs Bournemouth,1X2,Home,1.97,0.6117455916910866,0.5076142131979695,0.10413137849311704,True,9.7,Premier League,1
Almere City vs Waalwijk,O/U,Under,2.4,0.5216887606196027,0.4166666666666667,0.10502209395293599,True,14.0,Eredivisie,1
Wehen vs Hamburg,O/U,Under,2.63,0.4715040664231963,0.3802281368821293,0.091275929541067,True,16.299999999999997,2. Bundesliga,2
Salford vs Crewe,1X2,Away,3.29,0.3569799907003967,0.303951367781155,0.05302862291924171,False,-10.0,League Two,4
Sunderland vs Middlesbrough,1X2,Home,2.36,0.5763528656025299,0.42372881355932207,0.15262405204320778,False,-10.0,Championship,2
Cercle Brugge vs Oud-Heverlee Leuven,O/U,Under,2.57,0.48858574074083816,0.38910505836575876,0.0994806823750794,False,-10.0,Jupiler Pro League,1
Westerlo vs Kortrijk,O/U,Under,2.61,0.4921584654619833,0.3831417624521073,0.10901670300987598,True,16.099999999999998,Jupiler Pro League,1
Rodez vs Caen,1X2,Home,2.86,0.4814177422721455,0.3496503496503497,0.13176739262179582,True,18.599999999999998,Ligue 2,2
Plymouth vs Swansea,1X2,Home,2.42,0.4973915958869256,0.4132231404958678,0.08416845539105783,False,-10.0,Championship,2
Barrow vs Notts County,O/U,Under,2.08,0.5216620974752586,0.4807692307692307,0.040892866706027875,True,10.8,League Two,4
Braunschweig vs Paderborn,O/U,Under,2.35,0.4950865629441096,0.425531914893617,0.06955464805049255,False,-10.0,2. Bundesliga,2
Brighton vs Liverpool,1X2,Home,3.05,0.4885069295003944,0.3278688524590164,0.160638077041378,False,-10.0,Premier League,1
Wolves vs Aston Villa,1X2,Away,2.14,0.5929001564150079,0.4672897196261682,0.1256104367888397,False,-10.0,Premier League,1
Ajax vs AZ Alkmaar,1X2,Away,2.9,0.49966938802474126,0.3448275862068966,0.15484180181784468,True,19.0,Eredivisie,1
Rennes vs Paris SG,1X2,Home,3.48,0.5273008861382725,0.28735632183908044,0.2399445642991921,False,-10.0,Ligue 1,1
Brest vs Toulouse,1X2,Home,1.82,0.6360065213239816,0.5494505494505494,0.08655597187343222,False,-10.0,Ligue 1,1
Napoli vs Fiorentina,1X2,Home,1.61,0.7075441469606851,0.6211180124223602,0.08642613453832493,False,-10.0,Serie A,1
AFC Wimbledon vs Bradford,1X2,Home,2.01,0.5599224094395866,0.49751243781094534,0.06240997162864126,False,-10.0,League Two,4
Hannover vs Magdeburg,O/U,Under,2.56,0.4640537264930733,0.390625,0.0734287264930733,False,-10.0,2. Bundesliga,2
Accrington vs Milton Keynes Dons,1X2,Home,2.6,0.4713221469817633,0.3846153846153846,0.0867067623663787,True,16.0,League Two,4
Waalwijk vs Volendam,O/U,Under,2.53,0.5017384020750009,0.3952569169960475,0.10648148507895339,False,-10.0,Eredivisie,1
Waalwijk vs Volendam,1X2,Away,4.39,0.35530100497461203,0.22779043280182235,0.1275105721727897,False,-10.0,Eredivisie,1
Hull vs Southampton,1X2,Home,2.88,0.4462999587612871,0.3472222222222222,0.09907773653906488,False,-10.0,Championship,2
Grenoble vs Valenciennes,1X2,Home,1.99,0.5731561807052931,0.5025125628140703,0.07064361789122275,False,-10.0,Ligue 2,2
Leyton Orient vs Barnsley,1X2,Home,2.8,0.4278518019313971,0.35714285714285715,0.07070894478853995,False,-10.0,League One,3
Nice vs Marseille,1X2,Home,2.44,0.5992527181857749,0.4098360655737705,0.18941665261200435,True,14.399999999999999,Ligue 1,1
Bari vs Modena,1X2,Away,3.42,0.38912272047961527,0.29239766081871343,0.09672505966090184,False,-10.0,Serie B,2
Nurnberg vs Hertha,1X2,Home,2.72,0.48095898657968406,0.3676470588235294,0.11331192775615467,True,17.200000000000003,2. Bundesliga,2
Karlsruhe vs Schalke 04,1X2,Home,2.31,0.5149250729513688,0.4329004329004329,0.0820246400509359,True,13.100000000000001,2. Bundesliga,2
Heidenheim vs Augsburg,1X2,Home,2.4,0.570811744276253,0.4166666666666667,0.15414507760958635,False,-10.0,Bundesliga,1
Sampdoria vs Cosenza,1X2,Away,3.76,0.37453488131596746,0.26595744680851063,0.10857743450745683,False,-10.0,Serie B,2
Olympiakos vs Panathinaikos,O/U,Over,2.28,0.5388573222144046,0.4385964912280702,0.10026083098633443,True,12.799999999999997,Super League,1
Laval vs St Etienne,1X2,Home,2.56,0.5248676621995734,0.390625,0.13424266219957337,False,-10.0,Ligue 2,2
Karagumruk vs Ad. Demirspor,O/U,Under,2.47,0.49231351072111873,0.4048582995951417,0.08745521112597704,True,14.700000000000003,Super Lig,1
Palermo vs Spezia,1X2,Home,2.11,0.5846874502117334,0.47393364928909953,0.11075380092263387,False,-10.0,Serie B,2
Tottenham vs Fulham,1X2,Home,1.51,0.7619985754750851,0.6622516556291391,0.09974691984594597,True,5.1,Premier League,1
Wycombe vs Bolton,1X2,Home,2.69,0.5118241031318029,0.3717472118959108,0.14007689123589212,False,-10.0,League One,3
Wigan vs Oxford,1X2,Away,2.11,0.5600068046243942,0.47393364928909953,0.0860731553352947,False,-10.0,League One,3
Morecambe vs Tranmere,1X2,Home,2.05,0.5769656202865996,0.48780487804878053,0.08916074223781906,True,10.499999999999998,League Two,4
Notts County vs Newport County,O/U,Under,2.63,0.472153604633605,0.3802281368821293,0.0919254677514757,False,-10.0,League Two,4
Bochum vs Mainz,1X2,Home,2.72,0.5079736328798199,0.3676470588235294,0.1403265740562905,False,-10.0,Bundesliga,1
Kasimpasa vs Istanbulspor,O/U,Under,2.26,0.529701554800803,0.4424778761061947,0.08722367869460834,False,-10.0,Super Lig,1
Stuttgart vs Hoffenheim,1X2,Home,1.86,0.6483681427929071,0.5376344086021505,0.1107337341907566,False,-10.0,Bundesliga,1
Charlton vs Bolton,1X2,Home,2.38,0.4969280843054774,0.42016806722689076,0.07676001707858665,False,-10.0,League One,3
Wigan vs Shrewsbury,1X2,Away,3.55,0.37489859740378195,0.28169014084507044,0.09320845655871152,False,-10.0,League One,3
Morecambe vs AFC Wimbledon,1X2,Home,2.99,0.4302309320155895,0.33444816053511706,0.09578277148047243,True,19.900000000000002,League Two,4
Notts County vs Wrexham,O/U,Under,2.62,0.46783774724516747,0.38167938931297707,0.0861583579321904,True,16.200000000000003,League Two,4
QPR vs Leicester,O/U,Under,2.24,0.5208202325463192,0.4464285714285714,0.07439166111774775,False,-10.0,Championship,2
Sunderland vs Norwich,1X2,Home,2.07,0.5661531382493257,0.48309178743961356,0.08306135080971211,True,10.7,Championship,2
Middlesbrough vs Stoke,1X2,Home,1.77,0.6221483648903317,0.5649717514124294,0.05717661347790226,False,-10.0,Championship,2
Karagumruk vs Trabzonspor,O/U,Under,2.05,0.5708331560825033,0.48780487804878053,0.08302827803372276,True,10.499999999999998,Super Lig,1
Vallecano vs Sociedad,O/U,Over,2.41,0.5009224560650346,0.41493775933609955,0.08598469672893505,True,14.100000000000001,La Liga,1
Vallecano vs Sociedad,1X2,Home,3.21,0.466023446326883,0.3115264797507788,0.15449696657610418,False,-10.0,La Liga,1
Napoli vs Milan,O/U,Over,1.99,0.6030805150180787,0.5025125628140703,0.10056795220400838,True,9.9,Serie A,1
Napoli vs Milan,1X2,Home,2.25,0.6700162146797387,0.4444444444444444,0.2255717702352943,False,-10.0,Serie A,1
Brescia vs Bari,1X2,Home,2.83,0.46708367766291736,0.35335689045936397,0.11372678720355339,False,-10.0,Serie B,2
Kortrijk vs Genk,O/U,Under,2.66,0.4721653190082178,0.37593984962406013,0.09622546938415766,False,-10.0,Jupiler Pro League,1
Wigan vs Charlton,1X2,Away,2.92,0.42643492162151175,0.3424657534246575,0.08396916819685424,True,19.2,League One,3
Barrow vs Morecambe,1X2,Away,4.33,0.3126279868200888,0.23094688221709006,0.08168110460299874,False,-10.0,League Two,4
Motherwell vs Aberdeen,1X2,Home,2.49,0.5453119816883947,0.4016064257028112,0.1437055559855835,False,-10.0,Premiership,1
RWD Molenbeek vs Kortrijk,O/U,Under,2.29,0.5230978065139352,0.4366812227074236,0.08641658380651163,True,12.9,Jupiler Pro League,1
Nurnberg vs Schalke 04,1X2,Home,2.21,0.5394868305477136,0.45248868778280543,0.08699814276490819,False,-10.0,2. Bundesliga,2
Fenerbahce vs Trabzonspor,1X2,Home,1.34,0.8718949631275423,0.7462686567164178,0.1256263064111245,False,-10.0,Super Lig,1
Sociedad vs Barcelona,1X2,Away,2.23,0.5783301463436392,0.4484304932735426,0.1298996530700966,True,12.3,La Liga,1
Osnabruck vs Holstein Kiel,O/U,Under,2.49,0.4701376569760358,0.4016064257028112,0.06853123127322464,True,14.900000000000002,2. Bundesliga,2
Millwall vs Southampton,1X2,Home,3.43,0.38696466723489953,0.29154518950437314,0.09541947773052639,False,-10.0,Championship,2
Huddersfield vs Watford,1X2,Home,3.11,0.4125216909725581,0.3215434083601286,0.09097828261242946,False,-10.0,Championship,2
Olympiakos vs PAOK,1X2,Home,1.52,0.7426870091196183,0.6578947368421053,0.08479227227751296,False,-10.0,Super League,1
Cremonese vs Spezia,1X2,Home,2.01,0.5808203963480709,0.49751243781094534,0.08330795853712558,True,10.099999999999998,Serie B,2
Hansa Rostock vs Hertha,1X2,Home,2.92,0.42316540876427544,0.3424657534246575,0.08069965533961793,False,-10.0,2. Bundesliga,2
Norwich vs Blackburn,O/U,Under,2.49,0.4850409504087634,0.4016064257028112,0.0834345247059522,False,-10.0,Championship,2
Tottenham vs Chelsea,1X2,Home,2.13,0.6777352977433475,0.4694835680751174,0.20825172966823013,False,-10.0,Premier League,1
Kayserispor vs Alanyaspor,O/U,Under,2.08,0.5727274112473445,0.4807692307692307,0.09195818047811377,True,10.8,Super Lig,1
Schalke 04 vs Elversberg,O/U,Under,2.45,0.4891007750394878,0.4081632653061224,0.08093750973336539,False,-10.0,2. Bundesliga,2
Hertha vs Karlsruhe,O/U,Under,2.57,0.47114572401369337,0.38910505836575876,0.08204066564793461,False,-10.0,2. Bundesliga,2
Stuttgart vs Dortmund,1X2,Home,2.59,0.5443669524503967,0.3861003861003861,0.15826656635001057,True,15.899999999999999,Bundesliga,1
AFC Wimbledon vs Doncaster,1X2,Away,4.12,0.2940252745913891,0.24271844660194175,0.05130682798944736,False,-10.0,League Two,4
Crewe vs Notts County,O/U,Under,2.56,0.4580021907680265,0.390625,0.06737719076802651,True,15.600000000000001,League Two,4
Crewe vs Notts County,1X2,Home,2.94,0.4410367086084368,0.3401360544217687,0.1009006541866681,True,19.4,League Two,4
Cheltenham vs Wigan,1X2,Home,3.25,0.37574717819859027,0.3076923076923077,0.06805487050628256,False,-10.0,League One,3
Grimsby vs Morecambe,1X2,Away,3.21,0.38018023361605624,0.3115264797507788,0.06865375386527744,False,-10.0,League Two,4
Salford vs Mansfield,O/U,Under,2.26,0.5025461558547251,0.4424778761061947,0.06006827974853035,False,-10.0,League Two,4
Swindon vs Stockport,O/U,Under,2.28,0.5040537424832707,0.4385964912280702,0.06545725125520052,False,-10.0,League Two,4
Rodez vs Guingamp,1X2,Home,2.41,0.4955235039860905,0.41493775933609955,0.08058574464999096,False,-10.0,Ligue 2,2
Caen vs Quevilly Rouen,1X2,Away,3.09,0.41147462986854066,0.3236245954692557,0.08785003439928496,False,-10.0,Ligue 2,2
Aston Villa vs Fulham,1X2,Home,1.59,0.7729719631276255,0.6289308176100629,0.14404114551756264,True,5.9,Premier League,1
Eibar vs Albacete,O/U,Over,2.27,0.5314046721669508,0.44052863436123346,0.09087603780571729,False,-10.0,Segunda Division,2
Valladolid vs Leganes,O/U,Over,2.49,0.47106706607085336,0.4016064257028112,0.06946064036804217,False,-10.0,Segunda Division,2
Harrogate vs Swindon,O/U,Under,2.19,0.506045261052036,0.4566210045662101,0.04942425648582588,True,11.899999999999999,League Two,4
Harrogate vs Swindon,1X2,Home,3.5,0.3596554443670027,0.2857142857142857,0.073941158652717,False,-10.0,League Two,4
Accrington vs Wrexham,1X2,Home,3.18,0.4232695692123043,0.31446540880503143,0.10880416040727287,True,21.8,League Two,4
Ein Frankfurt vs Stuttgart,1X2,Away,2.6,0.5055840748491311,0.3846153846153846,0.12096869023374657,True,16.0,Bundesliga,1
Portsmouth vs Blackpool,1X2,Home,2.0,0.605659927490598,0.5,0.10565992749059805,False,-10.0,League One,3
Wrexham vs Morecambe,O/U,Under,2.44,0.4659847074420167,0.4098360655737705,0.056148641868246196,False,-10.0,League Two,4
Tranmere vs Gillingham,1X2,Home,2.88,0.439149037047426,0.3472222222222222,0.09192681482520382,True,18.799999999999997,League Two,4
Swindon vs Mansfield,O/U,Under,2.31,0.5043744775948193,0.4329004329004329,0.07147404469438645,False,-10.0,League Two,4
AFC Wimbledon vs Notts County,1X2,Home,2.44,0.517120571821012,0.4098360655737705,0.1072845062472415,True,14.399999999999999,League Two,4
Ath Madrid vs Mallorca,O/U,Over,1.94,0.6028144121605872,0.5154639175257733,0.08735049463481392,False,-10.0,La Liga,1
Grenoble vs Rodez,1X2,Away,3.72,0.35775329137919254,0.26881720430107525,0.08893608707811729,False,-10.0,Ligue 2,2
Paris FC vs Bordeaux,1X2,Home,3.07,0.42613945260061403,0.32573289902280134,0.1004065535778127,False,-10.0,Ligue 2,2
Osnabruck vs Magdeburg,O/U,Under,2.45,0.48614539340558816,0.4081632653061224,0.07798212809946575,True,14.500000000000002,2. Bundesliga,2
Elversberg vs Paderborn,O/U,Under,2.59,0.48425918080030517,0.3861003861003861,0.09815879469991906,False,-10.0,2. Bundesliga,2
Cittadella vs Sudtirol,O/U,Over,2.61,0.4546106971406213,0.3831417624521073,0.07146893468851401,True,16.099999999999998,Serie B,2
Plymouth vs Sunderland,O/U,Under,2.55,0.4837239908128531,0.3921568627450981,0.09156712806775502,True,15.499999999999998,Championship,2
Gent vs St. Gilloise,1X2,Away,2.59,0.550459157971228,0.3861003861003861,0.1643587718708419,False,-10.0,Jupiler Pro League,1
Kayserispor vs Ad. Demirspor,O/U,Under,2.46,0.48667649172555616,0.4065040650406504,0.08017242668490576,True,14.6,Super Lig,1
Angers vs Caen,O/U,Over,2.18,0.5231680580239826,0.4587155963302752,0.06445246169370739,True,11.8,Ligue 2,2
Angers vs Caen,1X2,Home,2.18,0.5724214092916611,0.4587155963302752,0.11370581296138588,True,11.8,Ligue 2,2
Middlesbrough vs Preston,O/U,Over,1.93,0.5884004754113263,0.5181347150259068,0.07026576038541954,True,9.299999999999999,Championship,2
Middlesbrough vs Preston,1X2,Home,1.68,0.6606984590915954,0.5952380952380952,0.06546036385350018,True,6.799999999999999,Championship,2
Harrogate vs Wrexham,O/U,Under,2.17,0.5093071394600437,0.4608294930875576,0.04847764637248608,False,-10.0,League Two,4
Sutton vs Crewe,O/U,Under,2.08,0.5331066928832072,0.4807692307692307,0.052337462113976496,True,10.8,League Two,4
Notts County vs Crawley Town,O/U,Under,2.67,0.46104820446029215,0.37453183520599254,0.08651636925429962,False,-10.0,League Two,4
Forest Green vs Bradford,1X2,Home,2.74,0.41804103138477583,0.36496350364963503,0.053077527735140795,False,-10.0,League Two,4
Barrow vs Walsall,1X2,Home,1.94,0.549973534660928,0.5154639175257733,0.03450961713515477,True,9.399999999999999,League Two,4
Accrington vs Swindon,1X2,Home,2.13,0.553686993637407,0.4694835680751174,0.08420342556228966,False,-10.0,League Two,4
Doncaster vs Colchester,1X2,Home,2.03,0.542785900944122,0.4926108374384237,0.050175063505698336,True,10.299999999999997,League Two,4
Sheffield Weds vs Leicester,O/U,Under,2.03,0.5590360331663033,0.4926108374384237,0.06642519572787964,True,10.299999999999997,Championship,2
FeralpiSalo vs Cittadella,O/U,Over,2.42,0.47668677234251267,0.4132231404958678,0.06346363184664489,False,-10.0,Serie B,2
Levante vs Valladolid,1X2,Away,2.92,0.42360210534263887,0.3424657534246575,0.08113635191798135,False,-10.0,Segunda Division,2
Lens vs Lyon,1X2,Home,1.71,0.679957388702234,0.5847953216374269,0.09516206706480712,True,7.1,Ligue 1,1
Bordeaux vs Troyes,O/U,Under,2.29,0.5079565941111541,0.4366812227074236,0.07127537140373053,True,12.9,Ligue 2,2
Girona vs Valencia,1X2,Home,1.7,0.67563957126142,0.5882352941176471,0.08740427714377297,True,7.0,La Liga,1
