sport,division_label,date_norm,forecast_type,forecast_status,odds,game_status,confidence
football,Premier League,20260126,BTTS,Won,1.91,Match Finished,2
football,Serie A,20260126,Draw No Bet,Won,1.88,Match Finished,2
football,La Liga,20260126,Over-Under,Lost,3.0,Match Finished,3
football,Primeira Liga,20260126,Moneyline,Won,1.38,Match Finished,2
football,Bundesliga,20260127,Moneyline,Lost,1.8,Match Finished,3
football,Bundesliga,20260127,Over-Under,Lost,1.62,Match Finished,1
football,UEFA Champions League,20260128,BTTS,Won,1.67,Match Finished,2
football,UEFA Champions League,20260128,Over-Under,Lost,1.67,Match Finished,1
football,UEFA Champions League,20260128,Draw No Bet,Push,1.55,Match Finished,1
football,UEFA Champions League,20260128,Moneyline,Lost,1.5,Match Finished,2
football,UEFA Champions League,20260128,Over-Under,Lost,1.62,Match Finished,3
football,UEFA Champions League,20260128,Over-Under,Lost,1.91,Match Finished,1
football,UEFA Champions League,20260128,Moneyline,Lost,1.28,Match Finished,2
football,UEFA Champions League,20260128,BTTS,Lost,1.67,Match Finished,2
football,UEFA Champions League,20260128,BTTS,Won,1.4,Match Finished,2
football,UEFA Champions League,20260128,Moneyline,Won,1.65,Match Finished,3
football,UEFA Champions League,20260128,BTTS,Won,1.66,Match Finished,2
football,UEFA Champions League,20260128,Draw No Bet,Lost,2.1,Match Finished,2
football,UEFA Champions League,20260128,Moneyline,,1.53,Match Finished,3
football,UEFA Champions League,20260128,Over-Under,Won,1.44,Match Finished,1
football,UEFA Champions League,20260128,Moneyline,Won,1.11,Match Finished,2
football,UEFA Champions League,20260128,Over-Under,Won,1.22,Match Finished,2
football,UEFA Champions League,20260128,Moneyline,Lost,1.8,Match Finished,1
football,UEFA Champions League,20260128,Draw No Bet,Lost,1.8,Match Finished,1
football,Brasileirão Série A,20260128,Moneyline,Lost,2.4,Match Finished,1
football,Brasileirão Série A,20260128,Draw No Bet,Lost,1.7,Match Finished,2
football,Brasileirão Série A,20260128,Moneyline,Lost,2.2,Match Finished,3
football,Brasileirão Série A,20260128,Over-Under,Won,1.62,Match Finished,2
football,Brasileirão Série A,20260128,BTTS,Won,2.1,Match Finished,2
football,Brasileirão Série A,20260128,BTTS,Lost,2.0,Match Finished,2
football,Brasileirão Série A,20260128,Over-Under,Won,1.25,Match Finished,2
football,UEFA Europa League,20260129,Moneyline,Won,1.27,Match Finished,1
football,UEFA Europa League,20260129,Moneyline,Won,1.33,Match Finished,1
football,UEFA Europa League,20260129,Over-Under,Lost,1.67,Match Finished,1
football,UEFA Europa League,20260129,Moneyline,Lost,1.8,Match Finished,2
football,UEFA Europa League,20260129,Draw No Bet,Won,1.42,Match Finished,1
football,UEFA Europa League,20260129,Draw No Bet,Push,1.27,Match Finished,3
football,UEFA Europa League,20260129,BTTS,Won,1.67,Match Finished,3
football,UEFA Europa League,20260129,Moneyline,Won,1.55,Match Finished,1
football,UEFA Europa League,20260129,BTTS,Lost,1.62,Match Finished,3
football,UEFA Europa League,20260129,Over-Under,Won,1.8,Match Finished,3
football,UEFA Europa League,20260129,Moneyline,Won,1.5,Match Finished,2
football,UEFA Europa League,20260129,Over-Under,Lost,1.66,Match Finished,2
football,UEFA Europa League,20260129,Over-Under,Won,1.57,Match Finished,1
football,UEFA Europa League,20260129,Moneyline,Won,1.33,Match Finished,1
football,UEFA Europa League,20260129,Over-Under,Won,1.28,Match Finished,2
football,UEFA Europa League,20260129,Draw No Bet,Won,1.36,Match Finished,3
football,UEFA Europa League,20260129,Draw No Bet,Won,1.33,Match Finished,3
football,UEFA Europa League,20260129,BTTS,Lost,1.95,Match Finished,2
football,Brasileirão Série A,20260129,Draw No Bet,Won,1.72,Match Finished,1
football,Brasileirão Série A,20260129,Over-Under,Won,1.33,Match Finished,3
football,Ligue 1,20260130,Moneyline,Won,1.42,Match Finished,3
football,Serie A,20260130,Over-Under,Lost,1.14,Match Finished,1
football,La Liga,20260130,Draw No Bet,Lost,1.35,Match Finished,1
football,Primeira Liga,20260130,BTTS,Lost,2.0,Match Finished,2
football,Eredivisie,20260130,Moneyline,Lost,1.91,Match Finished,1
football,Bundesliga,20260130,Over-Under,Lost,1.62,Match Finished,2
football,Premier League,20260131,Over-Under,Won,1.91,Match Finished,2
football,Premier League,20260131,BTTS,Won,1.62,Match Finished,1
football,Premier League,20260131,Moneyline,Won,1.53,Match Finished,3
football,Premier League,20260131,BTTS,Won,1.53,Match Finished,3
football,Premier League,20260131,Over-Under,Lost,1.91,Match Finished,3
football,Ligue 1,20260131,Moneyline,Won,1.85,Match Finished,1
football,Ligue 1,20260131,Draw No Bet,Lost,2.6,Match Finished,3
football,Ligue 1,20260131,Moneyline,Lost,1.9,Match Finished,2
football,Serie A,20260131,Moneyline,Won,2.1,Match Finished,1
football,Serie A,20260131,Over-Under,Won,2.1,Match Finished,3
football,Serie A,20260131,Draw No Bet,Won,1.82,Match Finished,2
football,La Liga,20260131,Over-Under,Won,1.33,Match Finished,3
football,La Liga,20260131,Draw No Bet,Push,1.26,Match Finished,2
football,La Liga,20260131,BTTS,Won,1.7,Match Finished,1
football,La Liga,20260131,Draw No Bet,Lost,1.83,Match Finished,1
football,Primeira Liga,20260131,BTTS,Won,1.95,Match Finished,2
football,Primeira Liga,20260131,Over-Under,Lost,1.8,Match Finished,2
football,Primeira Liga,20260131,Draw No Bet,Won,2.35,Match Finished,2
football,Eredivisie,20260131,Over-Under,Won,1.48,Match Finished,3
football,Eredivisie,20260131,BTTS,Lost,1.62,Match Finished,1
football,Eredivisie,20260131,Draw No Bet,Won,1.7,Match Finished,3
football,Bundesliga,20260131,Moneyline,Won,2.05,Match Finished,2
football,Bundesliga,20260131,Draw No Bet,Won,1.58,Match Finished,3
football,Bundesliga,20260131,Over-Under,Won,1.33,Match Finished,1
football,Bundesliga,20260131,Moneyline,Won,1.91,Match Finished,3
football,Bundesliga,20260131,Over-Under,Won,1.53,Match Finished,1
football,Bundesliga,20260131,BTTS,Won,1.57,Match Finished,3
football,Premier League,20260201,Moneyline,Lost,2.15,Match Finished,2
football,Premier League,20260201,Moneyline,Won,1.55,Match Finished,2
football,Premier League,20260201,Over-Under,Won,1.8,Match Finished,2
football,Premier League,20260201,Draw No Bet,Push,1.3,Match Finished,3
football,Ligue 1,20260201,BTTS,Won,1.95,Match Finished,1
football,Ligue 1,20260201,Moneyline,Won,2.05,Match Finished,2
football,Ligue 1,20260201,BTTS,Won,1.62,Match Finished,3
football,Ligue 1,20260201,BTTS,Won,1.62,Match Finished,3
football,Ligue 1,20260201,Draw No Bet,Push,1.27,Match Finished,1
football,Serie A,20260201,BTTS,Lost,1.8,Match Finished,1
football,Serie A,20260201,Over-Under,Lost,1.62,Match Finished,1
football,Serie A,20260201,Over-Under,Lost,1.8,Match Finished,2
football,Serie A,20260201,Over-Under,Won,1.5,Match Finished,1
football,La Liga,20260201,Draw No Bet,Push,2.42,Match Finished,2
football,La Liga,20260201,Moneyline,Won,1.85,Match Finished,1
football,La Liga,20260201,BTTS,Won,1.53,Match Finished,3
football,La Liga,20260201,Moneyline,Won,1.2,Match Finished,2
football,Primeira Liga,20260201,BTTS,Won,1.91,Match Finished,1
football,Primeira Liga,20260201,Over-Under,Won,1.33,Match Finished,1
football,Primeira Liga,20260201,Draw No Bet,Push,1.1,Match Finished,2
football,Eredivisie,20260201,Moneyline,Lost,1.8,Match Finished,1
football,Eredivisie,20260201,Draw No Bet,Push,1.65,Match Finished,3
football,Eredivisie,20260201,Draw No Bet,Push,1.4,Match Finished,1
football,Eredivisie,20260201,Over-Under,Won,1.75,Match Finished,1
football,Eredivisie,20260201,BTTS,Lost,1.5,Match Finished,1
football,Bundesliga,20260201,Over-Under,Won,1.44,Match Finished,2
football,Bundesliga,20260201,Moneyline,Won,1.67,Match Finished,1
football,Premier League,20260202,Moneyline,Won,1.75,Match Finished,3
football,Serie A,20260202,Draw No Bet,Lost,1.38,Match Finished,3
football,La Liga,20260202,BTTS,Won,1.95,Match Finished,2
football,Primeira Liga,20260202,Over-Under,Won,1.8,Match Finished,3
football,Primeira Liga,20260202,BTTS,Lost,1.57,Match Finished,1
football,Serie A,20260203,Draw No Bet,Won,1.7,Match Finished,3
football,Brasileirão Série A,20260204,Over-Under,Won,2.08,Match Finished,2
football,Brasileirão Série A,20260204,Moneyline,Won,1.36,Match Finished,3
football,Brasileirão Série A,20260204,BTTS,Lost,1.95,Match Finished,2
football,Brasileirão Série A,20260204,Over-Under,Won,1.67,Match Finished,1
football,Brasileirão Série A,20260204,Draw No Bet,Won,1.55,Match Finished,2
football,Brasileirão Série A,20260204,Moneyline,Lost,1.44,Match Finished,2
football,Brasileirão Série A,20260205,Over-Under,Won,1.33,Match Finished,2
football,Brasileirão Série A,20260205,Moneyline,Lost,1.42,Match Finished,3
football,Brasileirão Série A,20260205,Over-Under,Lost,2.0,Match Finished,1
football,Premier League,20260206,BTTS,Won,1.8,Match Finished,2
football,Ligue 1,20260206,Moneyline,Lost,1.56,Match Finished,3
football,Serie A,20260206,Over-Under,Won,1.57,Match Finished,1
football,La Liga,20260206,Draw No Bet,Lost,1.36,Match Finished,1
football,Eredivisie,20260206,Over-Under,Lost,1.85,Match Finished,2
football,Bundesliga,20260206,BTTS,Won,1.75,Match Finished,3
football,Premier League,20260207,Over-Under,Won,1.8,Match Finished,1
football,Premier League,20260207,BTTS,Won,1.53,Match Finished,2
football,Premier League,20260207,BTTS,Lost,1.7,Match Finished,2
football,Premier League,20260207,Draw No Bet,Lost,1.5,Match Finished,2
football,Premier League,20260207,Moneyline,Won,1.62,Match Finished,2
football,Premier League,20260207,Draw No Bet,Lost,1.52,Match Finished,3
football,Premier League,20260207,Moneyline,Won,1.67,Match Finished,3
football,Ligue 1,20260207,Over-Under,Won,1.73,Match Finished,2
football,Ligue 1,20260207,Moneyline,Won,1.7,Match Finished,2
football,Ligue 1,20260207,BTTS,Lost,1.8,Match Finished,2
football,Serie A,20260207,Over-Under,Lost,1.33,Match Finished,1
football,Serie A,20260207,BTTS,Won,2.25,Match Finished,2
football,La Liga,20260207,Moneyline,Won,1.14,Match Finished,3
football,La Liga,20260207,Moneyline,Won,1.83,Match Finished,2
football,La Liga,20260207,Over-Under,Won,1.8,Match Finished,3
football,La Liga,20260207,Draw No Bet,Won,2.42,Match Finished,1
football,Primeira Liga,20260207,BTTS,Won,1.8,Match Finished,3
football,Primeira Liga,20260207,Moneyline,Lost,1.7,Match Finished,3
football,Primeira Liga,20260207,Over-Under,Won,1.48,Match Finished,3
football,Primeira Liga,20260207,Draw No Bet,Lost,2.6,Match Finished,3
football,Eredivisie,20260207,Moneyline,Won,1.42,Match Finished,3
football,Eredivisie,20260207,BTTS,Won,1.62,Match Finished,1
football,Eredivisie,20260207,Draw No Bet,Won,1.3,Match Finished,2
football,Eredivisie,20260207,Over-Under,Won,1.18,Match Finished,1
football,Bundesliga,20260207,Over-Under,Lost,1.62,Match Finished,1
football,Bundesliga,20260207,Moneyline,Won,2.0,Match Finished,2
football,Bundesliga,20260207,Draw No Bet,Lost,2.1,Match Finished,3
football,Bundesliga,20260207,Over-Under,Lost,1.91,Match Finished,1
football,Bundesliga,20260207,Moneyline,Lost,1.8,Match Finished,3
football,Bundesliga,20260207,BTTS,Won,1.57,Match Finished,1
football,Premier League,20260208,BTTS,Lost,1.67,Match Finished,1
football,Premier League,20260208,Over-Under,Lost,2.3,Match Finished,2
football,Ligue 1,20260208,Draw No Bet,Lost,1.5,Match Finished,2
football,Ligue 1,20260208,Over-Under,Won,1.73,Match Finished,3
football,Ligue 1,20260208,Moneyline,Lost,1.91,Match Finished,1
football,Ligue 1,20260208,Draw No Bet,Push,1.55,Match Finished,1
football,Ligue 1,20260208,Moneyline,Won,1.45,Match Finished,2
football,Serie A,20260208,BTTS,Lost,1.95,Match Finished,2
football,Serie A,20260208,Draw No Bet,Push,1.14,Match Finished,3
football,Serie A,20260208,Draw No Bet,Lost,1.75,Match Finished,3
football,Serie A,20260208,Moneyline,Won,1.44,Match Finished,3
football,La Liga,20260208,Over-Under,Won,1.25,Match Finished,1
football,La Liga,20260208,Draw No Bet,Won,1.24,Match Finished,3
football,La Liga,20260208,Moneyline,Lost,1.45,Match Finished,3
football,La Liga,20260208,BTTS,Won,1.8,Match Finished,1
football,La Liga,20260208,Over-Under,Lost,1.62,Match Finished,2
football,Primeira Liga,20260208,Moneyline,Won,1.18,Match Finished,3
football,Primeira Liga,20260208,Moneyline,Won,1.22,Match Finished,3
football,Primeira Liga,20260208,BTTS,Lost,1.8,Match Finished,2
football,Eredivisie,20260208,BTTS,Won,1.5,Match Finished,2
football,Eredivisie,20260208,Moneyline,,1.75,Match Finished,2
football,Eredivisie,20260208,Draw No Bet,Won,1.32,Match Finished,3
football,Eredivisie,20260208,BTTS,Lost,1.57,Match Finished,2
football,Bundesliga,20260208,Over-Under,Won,1.62,Match Finished,3
football,Bundesliga,20260208,Over-Under,Won,1.5,Match Finished,2
football,Serie A,20260209,BTTS,Lost,1.75,Match Finished,2
football,Serie A,20260209,Moneyline,Won,1.48,Match Finished,3
football,La Liga,20260209,Over-Under,Lost,1.4,Match Finished,1
football,Primeira Liga,20260209,Moneyline,Won,1.35,Match Finished,2
football,Primeira Liga,20260209,BTTS,Won,1.91,Match Finished,2
football,Premier League,20260210,Moneyline,Lost,1.55,Match Finished,2
football,Premier League,20260210,BTTS,Won,1.67,Match Finished,3
football,Premier League,20260210,Over-Under,Won,1.73,Match Finished,1
football,Premier League,20260210,Draw No Bet,Push,1.32,Match Finished,2
football,Brasileirão Série A,20260210,Moneyline,Won,1.67,Match Finished,2
football,Premier League,20260211,Draw No Bet,Won,1.44,Match Finished,1
football,Premier League,20260211,Moneyline,Lost,1.53,Match Finished,3
football,Premier League,20260211,Over-Under,Won,1.5,Match Finished,2
football,Premier League,20260211,Draw No Bet,Push,1.25,Match Finished,2
football,Premier League,20260211,BTTS,Lost,1.75,Match Finished,3
football,Eredivisie,20260211,Moneyline,Lost,1.73,Match Finished,3
football,Eredivisie,20260211,BTTS,Won,1.53,Match Finished,2
football,Brasileirão Série A,20260211,Moneyline,Lost,1.48,Match Finished,2
football,Brasileirão Série A,20260211,Draw No Bet,Push,1.68,Match Finished,1
football,Brasileirão Série A,20260211,Over-Under,Won,1.36,Match Finished,3
football,Brasileirão Série A,20260211,Moneyline,Won,2.15,Match Finished,2
football,Brasileirão Série A,20260211,BTTS,Lost,1.67,Match Finished,3
football,Premier League,20260212,Moneyline,Lost,1.67,Match Finished,3
football,Brasileirão Série A,20260212,Over-Under,Lost,1.7,Match Finished,1
football,Brasileirão Série A,20260212,Draw No Bet,Lost,2.68,Match Finished,2
football,Brasileirão Série A,20260212,Draw No Bet,Won,1.44,Match Finished,2
football,Brasileirão Série A,20260212,BTTS,Won,1.75,Match Finished,1
football,Ligue 1,20260213,Over-Under,Won,1.57,Match Finished,1
football,Ligue 1,20260213,Moneyline,Lost,1.4,Match Finished,3
football,Serie A,20260213,BTTS,Lost,1.75,Match Finished,2
football,La Liga,20260213,BTTS,Lost,1.8,Match Finished,1
football,Primeira Liga,20260213,Moneyline,Won,1.5,Match Finished,3
football,Primeira Liga,20260213,Draw No Bet,Push,2.1,Match Finished,2
football,Eredivisie,20260213,Over-Under,Won,1.3,Match Finished,2
football,Bundesliga,20260213,Draw No Bet,Won,1.23,Match Finished,2
football,Ligue 1,20260214,Draw No Bet,Push,1.27,Match Finished,3
football,Ligue 1,20260214,Moneyline,Lost,1.8,Match Finished,2
football,Ligue 1,20260214,Moneyline,Won,1.91,Match Finished,3
football,Serie A,20260214,Moneyline,Lost,1.7,Match Finished,2
football,Serie A,20260214,BTTS,Won,1.8,Match Finished,3
football,Serie A,20260214,Over-Under,Won,1.28,Match Finished,2
football,La Liga,20260214,Over-Under,Lost,1.25,Match Finished,2
football,La Liga,20260214,Over-Under,Lost,1.5,Match Finished,1
football,La Liga,20260214,Over-Under,Won,1.5,Match Finished,1
football,La Liga,20260214,BTTS,Won,2.0,Match Finished,2
football,Primeira Liga,20260214,Draw No Bet,Lost,1.85,Match Finished,3
football,Primeira Liga,20260214,Draw No Bet,Lost,1.55,Match Finished,2
football,Primeira Liga,20260214,Draw No Bet,Won,1.22,Match Finished,2
football,Eredivisie,20260214,BTTS,Won,1.75,Match Finished,3
football,Eredivisie,20260214,Draw No Bet,Won,1.57,Match Finished,2
football,Eredivisie,20260214,Over-Under,Lost,1.85,Match Finished,1
football,Eredivisie,20260214,Over-Under,Lost,1.3,Match Finished,2
football,Bundesliga,20260214,BTTS,Won,1.8,Match Finished,2
football,Bundesliga,20260214,BTTS,Lost,1.67,Match Finished,3
football,Bundesliga,20260214,Over-Under,Lost,1.25,Match Finished,2
football,Bundesliga,20260214,Moneyline,Won,1.7,Match Finished,3
football,Bundesliga,20260214,Moneyline,Won,1.45,Match Finished,2
football,Bundesliga,20260214,Moneyline,Won,1.28,Match Finished,3
football,Ligue 1,20260215,Over-Under,Lost,1.67,Match Finished,1
football,Ligue 1,20260215,Draw No Bet,Won,1.35,Match Finished,2
football,Ligue 1,20260215,Moneyline,Won,1.7,Match Finished,3
football,Ligue 1,20260215,BTTS,Lost,1.95,Match Finished,2
football,Serie A,20260215,Draw No Bet,Push,1.72,Match Finished,1
football,Serie A,20260215,Over-Under,Lost,1.4,Match Finished,3
football,Serie A,20260215,Moneyline,Won,2.4,Match Finished,1
football,Serie A,20260215,Over-Under,Won,1.33,Match Finished,3
football,Serie A,20260215,BTTS,Won,1.91,Match Finished,3
football,La Liga,20260215,Over-Under,Won,1.25,Match Finished,2
football,La Liga,20260215,Draw No Bet,Won,1.78,Match Finished,2
football,La Liga,20260215,Moneyline,Lost,1.8,Match Finished,2
football,La Liga,20260215,Moneyline,Won,2.2,Match Finished,1
football,Primeira Liga,20260215,Moneyline,Lost,1.73,Match Finished,3
football,Primeira Liga,20260215,Moneyline,Won,1.42,Match Finished,3
football,Primeira Liga,20260215,Over-Under,Lost,1.67,Match Finished,2
football,Eredivisie,20260215,BTTS,Lost,1.7,Match Finished,3
football,Eredivisie,20260215,Draw No Bet,Won,1.21,Match Finished,3
football,Eredivisie,20260215,BTTS,Won,1.44,Match Finished,2
football,Eredivisie,20260215,Moneyline,Lost,1.57,Match Finished,2
football,Bundesliga,20260215,Moneyline,Won,1.85,Match Finished,2
football,Bundesliga,20260215,Over-Under,Won,1.4,Match Finished,3
football,Serie A,20260216,Moneyline,Lost,2.3,Match Finished,2
football,La Liga,20260216,Over-Under,Won,1.33,Match Finished,2
football,Primeira Liga,20260216,Draw No Bet,Won,1.66,Match Finished,3
football,UEFA Champions League,20260217,Over-Under,Won,1.8,Match Finished,2
football,UEFA Champions League,20260217,Draw No Bet,Won,1.4,Match Finished,3
football,UEFA Champions League,20260217,Moneyline,Won,2.05,Match Finished,2
football,UEFA Champions League,20260217,BTTS,Won,1.62,Match Finished,1
football,UEFA Champions League,20260218,BTTS,Won,1.8,Match Finished,3
football,UEFA Champions League,20260218,Draw No Bet,Lost,1.3,Match Finished,3
football,UEFA Champions League,20260218,Draw No Bet,Push,2.75,Match Finished,2
football,UEFA Champions League,20260218,Over-Under,Won,1.33,Match Finished,1
football,Premier League,20260218,Moneyline,Lost,1.27,Match Finished,2
football,Serie A,20260218,BTTS,Won,1.8,Match Finished,3
football,La Liga,20260218,Moneyline,Won,1.83,Match Finished,2
football,UEFA Europa League,20260219,Moneyline,Won,1.85,Match Finished,1
football,UEFA Europa League,20260219,BTTS,Won,1.75,Match Finished,2
football,UEFA Europa League,20260219,Draw No Bet,Lost,1.58,Match Finished,3
football,UEFA Europa League,20260219,Draw No Bet,Lost,1.72,Match Finished,3
football,UEFA Europa League,20260219,Over-Under,Won,1.67,Match Finished,3
football,UEFA Europa League,20260219,BTTS,Lost,1.75,Match Finished,1
football,UEFA Europa League,20260219,Draw No Bet,Won,1.83,Match Finished,2
football,UEFA Europa League,20260219,Over-Under,Lost,1.67,Match Finished,2
football,UEFA Europa Conference League,20260219,Draw No Bet,Won,1.32,Match Finished,2
football,UEFA Europa Conference League,20260219,BTTS,Lost,1.67,Match Finished,2
football,UEFA Europa Conference League,20260219,Moneyline,Won,1.57,Match Finished,3
football,UEFA Europa Conference League,20260219,Over-Under,Lost,1.65,Match Finished,2
football,UEFA Europa Conference League,20260219,Over-Under,Won,1.7,Match Finished,2
football,UEFA Europa Conference League,20260219,Over-Under,Won,1.7,Match Finished,1
football,UEFA Europa Conference League,20260219,Over-Under,Won,1.33,Match Finished,2
football,UEFA Europa Conference League,20260219,Moneyline,Lost,1.33,Match Finished,3
football,Brasileirão Série A,20260219,Draw No Bet,Lost,1.78,Match Finished,2
football,Ligue 1,20260220,Over-Under,Lost,1.73,Match Finished,3
football,Serie A,20260220,Moneyline,Won,1.73,Match Finished,2
football,La Liga,20260220,Draw No Bet,Won,1.27,Match Finished,3
football,Primeira Liga,20260220,Draw No Bet,Lost,1.61,Match Finished,3
football,Eredivisie,20260220,BTTS,Won,1.67,Match Finished,2
football,Bundesliga,20260220,Over-Under,Won,1.25,Match Finished,1
football,Premier League,20260221,Moneyline,Lost,1.85,Match Finished,2
football,Premier League,20260221,Draw No Bet,Lost,1.5,Match Finished,2
football,Premier League,20260221,Moneyline,Lost,1.22,Match Finished,3
football,Premier League,20260221,BTTS,Won,1.53,Match Finished,2
football,Premier League,20260221,Draw No Bet,Push,1.98,Match Finished,3
football,Ligue 1,20260221,Over-Under,Won,1.5,Match Finished,1
football,Ligue 1,20260221,Over-Under,Lost,1.66,Match Finished,2
football,Ligue 1,20260221,Draw No Bet,Push,1.4,Match Finished,3
football,Serie A,20260221,Draw No Bet,Push,2.25,Match Finished,2
football,Serie A,20260221,BTTS,Lost,1.8,Match Finished,2
football,Serie A,20260221,Moneyline,Won,1.48,Match Finished,3
football,La Liga,20260221,Over-Under,Won,1.9,Match Finished,2
football,La Liga,20260221,Moneyline,Lost,1.9,Match Finished,2
football,La Liga,20260221,BTTS,Won,1.7,Match Finished,2
football,La Liga,20260221,Moneyline,Lost,1.5,Match Finished,3
football,Primeira Liga,20260221,Draw No Bet,Push,2.0,Match Finished,2
football,Primeira Liga,20260221,Draw No Bet,Won,1.7,Match Finished,1
football,Primeira Liga,20260221,Over-Under,Won,1.36,Match Finished,2
football,Primeira Liga,20260221,Moneyline,Won,1.46,Match Finished,2
football,Primeira Liga,20260221,Moneyline,Won,1.27,Match Finished,3
football,Eredivisie,20260221,Over-Under,Lost,1.44,Match Finished,1
football,Eredivisie,20260221,Moneyline,Won,1.62,Match Finished,2
football,Eredivisie,20260221,BTTS,Won,1.5,Match Finished,3
football,Bundesliga,20260221,Over-Under,Won,1.16,Match Finished,2
football,Bundesliga,20260221,BTTS,Won,1.5,Match Finished,3
football,Bundesliga,20260221,BTTS,Won,1.44,Match Finished,3
football,Bundesliga,20260221,Draw No Bet,Lost,1.7,Match Finished,3
football,Bundesliga,20260221,Draw No Bet,Won,2.42,Match Finished,2
football,Premier League,20260222,Moneyline,Won,1.73,Match Finished,2
football,Premier League,20260222,Draw No Bet,Won,1.36,Match Finished,2
football,Premier League,20260222,Draw No Bet,Lost,1.83,Match Finished,3
football,Premier League,20260222,Over-Under,Won,1.8,Match Finished,3
football,Ligue 1,20260222,Draw No Bet,Won,1.33,Match Finished,1
football,Ligue 1,20260222,Draw No Bet,Won,1.66,Match Finished,2
football,Ligue 1,20260222,Over-Under,Won,1.66,Match Finished,2
football,Ligue 1,20260222,BTTS,Lost,2.05,Match Finished,2
football,Ligue 1,20260222,BTTS,Won,1.61,Match Finished,2
football,Serie A,20260222,BTTS,Won,1.8,Match Finished,2
football,Serie A,20260222,Over-Under,Won,1.4,Match Finished,2
football,Serie A,20260222,Moneyline,Lost,1.33,Match Finished,3
football,Serie A,20260222,Moneyline,Won,1.33,Match Finished,3
football,La Liga,20260222,Over-Under,Won,1.2,Match Finished,3
football,La Liga,20260222,Draw No Bet,Won,1.33,Match Finished,2
football,La Liga,20260222,Draw No Bet,Lost,1.58,Match Finished,3
football,La Liga,20260222,Moneyline,Won,1.7,Match Finished,3
football,Primeira Liga,20260222,BTTS,Won,1.7,Match Finished,2
football,Primeira Liga,20260222,Moneyline,Won,1.11,Match Finished,3
football,Eredivisie,20260222,Draw No Bet,Lost,3.25,Match Finished,2
football,Eredivisie,20260222,Moneyline,Won,1.22,Match Finished,3
football,Eredivisie,20260222,Moneyline,Won,1.85,Match Finished,1
football,Eredivisie,20260222,Over-Under,Won,1.53,Match Finished,3
football,Eredivisie,20260222,BTTS,Won,1.75,Match Finished,3
football,Bundesliga,20260222,Draw No Bet,Won,1.4,Match Finished,3
football,Bundesliga,20260222,Over-Under,Won,1.53,Match Finished,3
football,Bundesliga,20260222,Over-Under,Won,1.25,Match Finished,2
football,Premier League,20260223,BTTS,Lost,1.61,Match Finished,3
football,Serie A,20260223,Draw No Bet,Won,1.36,Match Finished,3
football,Serie A,20260223,BTTS,Lost,1.8,Match Finished,2
football,La Liga,20260223,Over-Under,Lost,1.2,Match Finished,1
football,Primeira Liga,20260223,Moneyline,Won,1.62,Match Finished,2
football,UEFA Champions League,20260224,BTTS,Won,1.61,Match Finished,2
football,UEFA Champions League,20260224,Draw No Bet,Push,1.38,Match Finished,3
football,UEFA Champions League,20260224,Over-Under,Won,1.3,Match Finished,2
football,UEFA Champions League,20260224,Over-Under,Won,1.25,Match Finished,2
football,UEFA Champions League,20260225,Moneyline,Won,1.65,Match Finished,3
football,Brasileirão Série A,20260225,Draw No Bet,Push,1.27,Match Finished,3
football,Brasileirão Série A,20260225,Draw No Bet,Won,1.68,Match Finished,3
football,Brasileirão Série A,20260225,Over-Under,Won,1.28,Match Finished,2
football,Brasileirão Série A,20260225,BTTS,Won,1.66,Match Finished,2
football,Brasileirão Série A,20260225,Over-Under,Won,1.95,Match Finished,1
football,Brasileirão Série A,20260225,Moneyline,Won,1.85,Match Finished,2
football,UEFA Champions League,20260225,BTTS,Won,1.53,Match Finished,3
football,UEFA Champions League,20260225,Over-Under,Won,1.4,Match Finished,1
football,UEFA Champions League,20260225,Moneyline,Lost,1.27,Match Finished,2
football,UEFA Europa League,20260226,Over-Under,Won,1.36,Match Finished,2
football,UEFA Europa League,20260226,BTTS,Lost,1.8,Match Finished,3
football,UEFA Europa League,20260226,Moneyline,Lost,1.95,Match Finished,2
football,UEFA Europa League,20260226,Over-Under,Lost,1.44,Match Finished,3
football,UEFA Europa League,20260226,Moneyline,Won,1.5,Match Finished,3
football,UEFA Europa League,20260226,Draw No Bet,Won,1.26,Match Finished,1
football,UEFA Europa League,20260226,BTTS,Won,1.67,Match Finished,2
football,UEFA Europa League,20260226,Moneyline,Lost,1.55,Match Finished,3
football,UEFA Europa Conference League,20260226,Over-Under,Won,1.57,Match Finished,3
football,UEFA Europa Conference League,20260226,Over-Under,Won,1.53,Match Finished,2
football,UEFA Europa Conference League,20260226,Moneyline,Won,1.12,Match Finished,3
football,UEFA Europa Conference League,20260226,Moneyline,Lost,1.53,Match Finished,2
football,UEFA Europa Conference League,20260226,Draw No Bet,Lost,1.53,Match Finished,2
football,UEFA Europa Conference League,20260226,Moneyline,Won,1.22,Match Finished,3
football,UEFA Europa Conference League,20260226,Over-Under,Lost,1.25,Match Finished,1
football,UEFA Europa Conference League,20260226,Moneyline,Won,1.29,Match Finished,3
football,Premier League,20260227,Draw No Bet,Lost,1.33,Match Finished,2
football,Ligue 1,20260227,BTTS,Won,1.53,Match Finished,3
football,Serie A,20260227,Over-Under,Won,1.5,Match Finished,2
football,La Liga,20260227,BTTS,Won,1.8,Match Finished,2
football,Primeira Liga,20260227,Over-Under,Won,1.7,Match Finished,2
football,Primeira Liga,20260227,Moneyline,Won,1.15,Match Finished,3
